Genome Name,Accession,PATRIC ID,Refseq Locus Tag,Alt Locus Tag,Gene,Product,Annotation,Pathway Name,EC Description
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5256,,,,"Geranyl-CoA carboxylase biotin-containing subunit (EC 6.4.1.5)",PATRIC,"Geraniol degradation","Geranoyl-CoA carboxylase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5278,,,,"O antigen biosynthesis rhamnosyltransferase rfbN (EC 2.4.1.-)",PATRIC,"Glycerolipid metabolism","Hexosyltransferases"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5305,,,,"Glutathione peroxidase (EC 1.11.1.9) @ Thioredoxin peroxidase (EC 1.11.1.15)",PATRIC,"Glutathione metabolism","Glutathione peroxidase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5307,,,,"Alanine transaminase (EC 2.6.1.2)",PATRIC,"Alanine, aspartate and glutamate metabolism","Alanine transaminase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5312,,,,"Enoyl-CoA hydratase (EC 4.2.1.17)",PATRIC,"Limonene and pinene degradation","Enoyl-CoA hydratase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5314,,,,"2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase II (EC 2.5.1.54)",PATRIC,"Phenylalanine, tyrosine and tryptophan biosynthesis","3-deoxy-7-phosphoheptulonate synthase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5328,,,,"5'-nucleotidase (EC 3.1.3.5)",PATRIC,"Purine metabolism","5'-nucleotidase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5338,,,,"Arylesterase precursor (EC 3.1.1.2)",PATRIC,"Bisphenol A degradation","Arylesterase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5375,,,,"UDP-glucose 4-epimerase (EC 5.1.3.2)",PATRIC,"Amino sugar and nucleotide sugar metabolism","UDP-glucose 4-epimerase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5377,,,,"UDP-glucose 4-epimerase (EC 5.1.3.2)",PATRIC,"Galactose metabolism","UDP-glucose 4-epimerase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5381,,,,"Cyclohexadienyl dehydrogenase (EC 1.3.1.12)(EC 1.3.1.43) / 3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19)",PATRIC,"Phenylalanine, tyrosine and tryptophan biosynthesis","3-phosphoshikimate 1-carboxyvinyltransferase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5382,,,,"Biosynthetic Aromatic amino acid aminotransferase beta (EC 2.6.1.57)",PATRIC,"Novobiocin biosynthesis","Aromatic-amino-acid transaminase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5400,,,,"Fumarate hydratase class II (EC 4.2.1.2)",PATRIC,"Reductive carboxylate cycle (CO2 fixation)","Fumarate hydratase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5402,,,,"3-ketoacyl-CoA thiolase (EC 2.3.1.16) @ Acetyl-CoA acetyltransferase (EC 2.3.1.9)",PATRIC,"Valine, leucine and isoleucine degradation","Acetyl-CoA C-acyltransferase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5419,,,,"1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase (EC 1.13.11.54)",PATRIC,"Cysteine and methionine metabolism","Acireductone dioxygenase (Fe(2+)-requiring)"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5426,,,,"Isochorismatase (EC 3.3.2.1)",PATRIC,"Biosynthesis of siderophore group nonribosomal peptides","Isochorismatase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5432,,,,"Aspartate aminotransferase (AspB-4) (EC 2.6.1.1)",PATRIC,"Arginine and proline metabolism","Aspartate transaminase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5436,,,,"5-hydroxyisourate hydrolase (EC 3.5.2.17)",PATRIC,"Purine metabolism","Hydroxyisourate hydrolase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5461,,,,"Phosphoserine phosphatase (EC 3.1.3.3)",PATRIC,"Glycine, serine and threonine metabolism","Phosphoserine phosphatase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5475,,,,"Lysophospholipid transporter LplT / 2-acylglycerophosphoethanolamine acyltransferase (EC 2.3.1.40)",PATRIC,"Glycerophospholipid metabolism","Acyl-[acyl-carrier-protein]--phospholipid O-acyltransferase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5487,,,,"Glutathione peroxidase (EC 1.11.1.9)",PATRIC,"Glutathione metabolism","Glutathione peroxidase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5496,,,,"L-threonine 3-O-phosphate decarboxylase (EC 4.1.1.81)",PATRIC,"Porphyrin and chlorophyll metabolism","Threonine-phosphate decarboxylase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5499,,,,"Cobyrinic acid a,c-diamide synthetase (EC 6.3.5.11)",PATRIC,"Porphyrin and chlorophyll metabolism","Cobyrinate a,c-diamide synthase (glutamine-hydrolyzing)"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5510,,,,"Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2)",PATRIC,"Purine metabolism","Phosphoribosylglycinamide formyltransferase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5514,,,,"Nucleoside triphosphate pyrophosphohydrolase MazG (EC 3.6.1.8)",PATRIC,"Pyrimidine metabolism","ATP diphosphatase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5515,,,,"Inactive (p)ppGpp 3'-pyrophosphohydrolase domain / GTP pyrophosphokinase (EC 2.7.6.5), (p)ppGpp synthetase I",PATRIC,"Purine metabolism","GTP diphosphokinase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5517,,,,"Cysteine synthase B (EC 2.5.1.47)",PATRIC,"Sulfur metabolism","Cysteine synthase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5542,,,,"4'-phosphopantetheinyl transferase entD (EC 2.7.8.-); Holo-[acyl-carrier protein] synthase, alternative (EC 2.7.8.7)",PATRIC,"Phosphonate and phosphinate metabolism","Transferases for other substituted phosphate groups"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5546,,,,"Ribonucleotide reductase of class Ia (aerobic), alpha subunit (EC 1.17.4.1)",PATRIC,"Glutathione metabolism","Ribonucleoside-diphosphate reductase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5574,,,,"Alanyl-tRNA synthetase (EC 6.1.1.7)",PATRIC,"Aminoacyl-tRNA biosynthesis","Alanine--tRNA ligase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5592,,,,"Acetyl-CoA synthetase (EC 6.2.1.1)",PATRIC,"Propanoate metabolism","Acetate--CoA ligase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5595,,,,"Ribonucleotide reductase of class Ia (aerobic), beta subunit (EC 1.17.4.1)",PATRIC,"Purine metabolism","Ribonucleoside-diphosphate reductase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5610,,,,"Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46) periplasmic (secreted in GramPositives)",PATRIC,"Glycerophospholipid metabolism","Glycerophosphodiester phosphodiesterase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5618,,,,"Allophanate hydrolase 2 subunit 2 (EC 3.5.1.54)",PATRIC,"Atrazine degradation","Allophanate hydrolase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5656,,,,"Glutathione S-transferase (EC 2.5.1.18)",PATRIC,"Drug metabolism - cytochrome P450","Glutathione transferase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5664,,,,"Lysophospholipase (EC 3.1.1.5); Monoglyceride lipase (EC 3.1.1.23)",PATRIC,"Glycerolipid metabolism","Acylglycerol lipase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5671,,,,"Isopenicillin N epimerase (EC 5.1.1.17)",PATRIC,"Penicillin and cephalosporin biosynthesis","Isopenicillin-N epimerase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5672,,,,"4-hydroxy-2-oxoglutarate aldolase (EC 4.1.3.16) @ 2-dehydro-3-deoxyphosphogluconate aldolase (EC 4.1.2.14)",PATRIC,"Pentose and glucuronate interconversions","2-dehydro-3-deoxy-phosphogluconate aldolase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5674,,,,"Glucose-6-phosphate 1-dehydrogenase (EC 1.1.1.49)",PATRIC,"Pentose phosphate pathway","Glucose-6-phosphate dehydrogenase (NADP(+))"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5686,,,,"Glucokinase (EC 2.7.1.2)",PATRIC,"Streptomycin biosynthesis","Glucokinase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5701,,,,"Carbamate kinase (EC 2.7.2.2)",PATRIC,"Arginine and proline metabolism","Carbamate kinase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5738,,,,"Nitrilotriacetate monooxygenase component B (EC 1.14.13.-)",PATRIC,"2,4-Dichlorobenzoate degradation","With NADH or NADPH as one donor, and incorporation of one atom of oxygen"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5815,,,,"ATP:Cob(I)alamin adenosyltransferase (EC 2.5.1.17)",PATRIC,"Porphyrin and chlorophyll metabolism","Cob(I)yrinic acid a,c-diamide adenosyltransferase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5816,,,,"Mutator MutT protein (7,8-dihydro-8-oxoguanine-triphosphatase) (EC 3.6.1.-) / Thiazole tautomerase TenI-like domain",PATRIC,"Folate biosynthesis","In phosphorous-containing anhydrides"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5817,,,,"Glutamate N-acetyltransferase (EC 2.3.1.35) @ N-acetylglutamate synthase (EC 2.3.1.1)",PATRIC,"Arginine and proline metabolism","Glutamate N-acetyltransferase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5835,,,,"Pyruvate kinase (EC 2.7.1.40)",PATRIC,"Pyruvate metabolism","Pyruvate kinase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5836,,,,"Enoyl-CoA hydratase (EC 4.2.1.17)",PATRIC,"Phenylalanine metabolism","Enoyl-CoA hydratase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5892,,,,"Argininosuccinate synthase (EC 6.3.4.5)",PATRIC,"Arginine and proline metabolism","Argininosuccinate synthase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5894,,,,"Dihydroorotase (EC 3.5.2.3)",PATRIC,"Pyrimidine metabolism","Dihydroorotase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5898,,,,"Bacterioferritin (EC 1.16.3.1)",PATRIC,"Porphyrin and chlorophyll metabolism","Ferroxidase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5900,,,,"Formate dehydrogenase-O, major subunit (EC 1.2.1.2)",PATRIC,"Nitrogen metabolism","Formate dehydrogenase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5908,,,,"Aerobic glycerol-3-phosphate dehydrogenase (EC 1.1.5.3)",PATRIC,"Glycerophospholipid metabolism","Glycerol-3-phosphate dehydrogenase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5936,,,,"Ferredoxin-dependent glutamate synthase (EC 1.4.7.1)",PATRIC,"Nitrogen metabolism","Glutamate synthase (ferredoxin)"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5949,,,,"Transcriptional regulator, GntR family domain / Aspartate aminotransferase (EC 2.6.1.1)",PATRIC,"Alanine, aspartate and glutamate metabolism","Aspartate transaminase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5969,,,,"Trehalose-6-phosphate hydrolase (EC 3.2.1.93)",PATRIC,"Starch and sucrose metabolism","Alpha,alpha-phosphotrehalase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5976,,,,"GMP synthase [glutamine-hydrolyzing], amidotransferase subunit (EC 6.3.5.2) / GMP synthase [glutamine-hydrolyzing], ATP pyrophosphatase subunit (EC 6.3.5.2)",PATRIC,"Purine metabolism","GMP synthase (glutamine-hydrolyzing)"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5977,,,,"Inosine-5'-monophosphate dehydrogenase (EC 1.1.1.205) / CBS domain",PATRIC,"Purine metabolism","IMP dehydrogenase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5983,,,,"2-isopropylmalate synthase (EC 2.3.3.13)",PATRIC,"Pyruvate metabolism","2-isopropylmalate synthase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.5985,,,,"Aliphatic amidase AmiE (EC 3.5.1.4)",PATRIC,"Tryptophan metabolism","Amidase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.6006,,,,"Inositol-1-monophosphatase (EC 3.1.3.25)",PATRIC,"Inositol phosphate metabolism","Inositol-phosphate phosphatase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.6029,,,,"Glutathione S-transferase (EC 2.5.1.18)",PATRIC,"Drug metabolism - cytochrome P450","Glutathione transferase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.6032,,,,"Pyruvate dehydrogenase E1 component (EC 1.2.4.1)",PATRIC,"Pyruvate metabolism","Pyruvate dehydrogenase (acetyl-transferring)"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.6034,,,,"Polyphosphate kinase 2 (EC 2.7.4.1)",PATRIC,"Oxidative phosphorylation","Polyphosphate kinase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.6035,,,,"Enolase (EC 4.2.1.11)",PATRIC,"Glycolysis / Gluconeogenesis","Phosphopyruvate hydratase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.6052,,,,"Gamma-aminobutyrate:alpha-ketoglutarate aminotransferase (EC 2.6.1.19)",PATRIC,"Propanoate metabolism","4-aminobutyrate--2-oxoglutarate transaminase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.6071,,,,"Aspartate aminotransferase (EC 2.6.1.1)",PATRIC,"Tropane, piperidine and pyridine alkaloid biosynthesis","Aspartate transaminase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.6105,,,,"UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase (EC 3.5.1.108)",PATRIC,"Lipopolysaccharide biosynthesis","UDP-3-O-acyl-N-acetylglucosamine deacetylase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.6113,,,,"UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase (EC 6.3.2.9)",PATRIC,"Peptidoglycan biosynthesis","UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.6114,,,,"Phospho-N-acetylmuramoyl-pentapeptide-transferase (EC 2.7.8.13)",PATRIC,"Peptidoglycan biosynthesis","Phospho-N-acetylmuramoyl-pentapeptide-transferase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.6115,,,,"UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase (EC 6.3.2.10)",PATRIC,"Lysine biosynthesis","UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.6116,,,,"UDP-N-acetylmuramoyl-dipeptide--2,6-diaminopimelate ligase (EC 6.3.2.13)",PATRIC,"Peptidoglycan biosynthesis","UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.6130,,,,"Ubiquinol-cytochrome C reductase iron-sulfur subunit (EC 1.10.2.2)",PATRIC,"Oxidative phosphorylation","Quinol--cytochrome-c reductase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.6155,,,,"Glycerate dehydrogenase (EC 1.1.1.29)",PATRIC,"Glycine, serine and threonine metabolism","Glycerate dehydrogenase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.6169,,,,"Malate:quinone oxidoreductase (EC 1.1.5.4)",PATRIC,"Pyruvate metabolism","Malate dehydrogenase (quinone)"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.6195,,,,"Glutamyl-tRNA reductase (EC 1.2.1.70)",PATRIC,"Porphyrin and chlorophyll metabolism","Glutamyl-tRNA reductase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.6198,,,,"4-diphosphocytidyl-2-C-methyl-D-erythritol kinase (EC 2.7.1.148)",PATRIC,"Terpenoid backbone biosynthesis","4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.6199,,,,"Ribose-phosphate pyrophosphokinase (EC 2.7.6.1)",PATRIC,"Pentose phosphate pathway","Ribose-phosphate diphosphokinase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.6249,,,,"Alcohol dehydrogenase (EC 1.1.1.1)",PATRIC,"Retinol metabolism","Alcohol dehydrogenase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.6256,,,,"Gamma-glutamyltranspeptidase (EC 2.3.2.2) @ Glutathione hydrolase (EC 3.4.19.13)",PATRIC,"Arachidonic acid metabolism","Gamma-glutamyltransferase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.6265,,,,"D-alanine--D-alanine ligase (EC 6.3.2.4)",PATRIC,"Peptidoglycan biosynthesis","D-alanine--D-alanine ligase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.6300,,,,"Acid phosphatase (EC 3.1.3.2)",PATRIC,"1,4-Dichlorobenzene degradation","Acid phosphatase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.6316,,,,"CDP-diacylglycerol--serine O-phosphatidyltransferase (EC 2.7.8.8)",PATRIC,"Glycerophospholipid metabolism","CDP-diacylglycerol--serine O-phosphatidyltransferase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.6317,,,,"Ketol-acid reductoisomerase (NADP(+)) (EC 1.1.1.86)",PATRIC,"Valine, leucine and isoleucine biosynthesis","Ketol-acid reductoisomerase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.6319,,,,"Acetolactate synthase large subunit (EC 2.2.1.6)",PATRIC,"Pantothenate and CoA biosynthesis","Acetolactate synthase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.6322,,,,"Multimodular transpeptidase-transglycosylase (EC 2.4.1.129) (EC 3.4.-.-)",PATRIC,"Biotin metabolism","Acting on peptide bonds (peptide hydrolases)"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.6342,,,,"3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11)",PATRIC,"Pantothenate and CoA biosynthesis","3-methyl-2-oxobutanoate hydroxymethyltransferase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.6345,,,,"Acetyl-CoA synthetase (EC 6.2.1.1)",PATRIC,"Pyruvate metabolism","Acetate--CoA ligase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.6352,,,,"Leader peptidase (Prepilin peptidase) (EC 3.4.23.43) / N-methyltransferase (EC 2.1.1.-)",PATRIC,"Tryptophan metabolism","Methyltransferases"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.6360,,,,"NADH dehydrogenase (EC 1.6.99.3)",PATRIC,"Oxidative phosphorylation","NADH dehydrogenase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.6381,,,,"FMN adenylyltransferase (EC 2.7.7.2) / Riboflavin kinase (EC 2.7.1.26)",PATRIC,"Riboflavin metabolism","Riboflavin kinase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.6385,,,,"Glutamate 5-kinase (EC 2.7.2.11) / RNA-binding C-terminal domain PUA",PATRIC,"Arginine and proline metabolism","Glutamate 5-kinase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.6402,,,,"NADP-specific glutamate dehydrogenase (EC 1.4.1.4)",PATRIC,"Nitrogen metabolism","Glutamate dehydrogenase (NADP(+))"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.6484,,,,"Glycolate dehydrogenase (EC 1.1.99.14), subunit GlcD",PATRIC,"Glyoxylate and dicarboxylate metabolism","Glycolate dehydrogenase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.6516,,,,"Serine hydroxymethyltransferase (EC 2.1.2.1)",PATRIC,"One carbon pool by folate","Glycine hydroxymethyltransferase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.6532,,,,"Cytochrome d ubiquinol oxidase subunit I (EC 1.10.3.-)",PATRIC,"Betalain biosynthesis","With oxygen as acceptor"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.6546,,,,"Protocatechuate 3,4-dioxygenase alpha chain (EC 1.13.11.3)",PATRIC,"Benzoate degradation via hydroxylation","Protocatechuate 3,4-dioxygenase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.6552,,,,"Acyl-CoA thioesterase II (EC 3.1.2.-)",PATRIC,"Limonene and pinene degradation","Thiolester hydrolases"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.6591,,,,"AMP nucleosidase (EC 3.2.2.4)",PATRIC,"Purine metabolism","AMP nucleosidase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.6619,,,,"Peptidoglycan D,D-transpeptidase MrdA (EC 3.4.16.4)",PATRIC,"Peptidoglycan biosynthesis","Serine-type D-Ala-D-Ala carboxypeptidase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.6622,,,,"Nicotinate-nucleotide adenylyltransferase (EC 2.7.7.18)",PATRIC,"Nicotinate and nicotinamide metabolism","Nicotinate-nucleotide adenylyltransferase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.6634,,,,"UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase (EC 6.3.2.-)",PATRIC,"Biosynthesis of siderophore group nonribosomal peptides","Acid--amino-acid ligases (peptide synthases)"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.6636,,,,"Aldehyde dehydrogenase (EC 1.2.1.3)",PATRIC,"Limonene and pinene degradation","Aldehyde dehydrogenase (NAD(+))"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.6639,,,,"Ethanolamine ammonia-lyase heavy chain (EC 4.3.1.7)",PATRIC,"Glycerophospholipid metabolism","Ethanolamine ammonia-lyase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.6641,,,,"Ethanolamine ammonia-lyase light chain (EC 4.3.1.7)",PATRIC,"Glycerophospholipid metabolism","Ethanolamine ammonia-lyase"
Pseudomonas sp. BIOMIG1BAC Whole Genome,1758730.7.con.0001,fig|1758730.7.peg.6645,,,,"Inorganic pyrophosphatase (EC 3.6.1.1)",PATRIC,"Oxidative phosphorylation","Inorganic diphosphatase"
