Genome,Genome ID,Accession,PATRIC ID,RefSeq Locus Tag,Alt Locus Tag,Feature ID,Annotation,Feature Type,Start,End,Length,Strand,FIGfam ID,PATRIC genus-specific families (PLfams),PATRIC cross-genus families (PGfams),Protein ID,AA Length,Gene Symbol,Product,GO
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.125",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.136457.137872.rev","PATRIC","CDS",136457,137872,1416,"-",,"PLF_286_00000317","PGF_00045965",,471,,"Pyruvate carboxylase subunit A (EC 6.4.1.1)","GO:0004736|pyruvate carboxylase activity"
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1255",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1365236.1366840.rev","PATRIC","CDS",1365236,1366840,1605,"-",,"PLF_286_00006936","PGF_00034552",,534,,"Poly (beta-D-mannuronate) C5 epimerase AlgG (EC 5.1.3.-)","GO:0036373|L-fucose mutarotase activity"
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1256",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1366849.1368384.rev","PATRIC","CDS",1366849,1368384,1536,"-",,"PLF_286_00008717","PGF_00028252",,511,,"Alginate export system Algk/AlgE, outer membrane porin AlgE",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1257",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1368381.1369775.rev","PATRIC","CDS",1368381,1369775,1395,"-",,"PLF_286_00007964","PGF_00039354",,464,,"Alginate export system AlgK/AlgE, periplasmic component AlgK",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1258",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1369778.1370947.rev","PATRIC","CDS",1369778,1370947,1170,"-",,"PLF_286_00008046","PGF_00039188",,389,,"Alginate polymerisation protein Alg44, membrane fusion protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1259",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1370983.1372464.rev","PATRIC","CDS",1370983,1372464,1482,"-",,"PLF_286_00001200","PGF_00039329",,493,,"Alginate polymerase/glycosyltransferase Alg8",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1260",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1372553.1373869.rev","PATRIC","CDS",1372553,1373869,1317,"-",,"PLF_286_00001082","PGF_00006732",,438,,"GDP-mannose 6-dehydrogenase (EC 1.1.1.132)","GO:0047919|GDP-mannose 6-dehydrogenase activity"
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1261",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1374683.1375462.rev","PATRIC","CDS",1374683,1375462,780,"-",,"PLF_286_00000671","PGF_00064270",,259,,"UPF0246 protein YaaA",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1262",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1375600.1376724.fwd","PATRIC","CDS",1375600,1376724,1125,"+",,"PLF_286_00011210","PGF_00034909",,374,,"Polysaccharide deacetylase family protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1263",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1376922.1377068.rev","PATRIC","CDS",1376922,1377068,147,"-",,,,,48,,"hypothetical protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1264",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1377084.1378478.fwd","PATRIC","CDS",1377084,1378478,1395,"+",,"PLF_286_00000491","PGF_06051594",,464,,"Predicted ATPase related to phosphate starvation-inducible protein PhoH",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1265",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1378583.1379500.fwd","PATRIC","CDS",1378583,1379500,918,"+",,"PLF_286_00093724","PGF_07987589",,305,,"Transcriptional regulator, LysR family",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1266",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1379508.1379954.rev","PATRIC","CDS",1379508,1379954,447,"-",,"PLF_286_00067733","PGF_00163101",,148,,"Integral membrane protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1267",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1380143.1380616.fwd","PATRIC","CDS",1380143,1380616,474,"+",,"PLF_286_00000090","PGF_00419913",,157,,"Cyclic pyranopterin monophosphate synthase (EC 4.6.1.17)",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1268",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1380613.1380855.fwd","PATRIC","CDS",1380613,1380855,243,"+",,"PLF_286_00010621","PGF_00022566",,80,,"Molybdopterin synthase sulfur carrier subunit",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.126",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.138062.139024.fwd","PATRIC","CDS",138062,139024,963,"+",,"PLF_286_00006119","PGF_00017820",,320,,"Transcriptional regulator PA5437, LysR family",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1269",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1380857.1381309.fwd","PATRIC","CDS",1380857,1381309,453,"+",,"PLF_286_00000103","PGF_00022550",,150,,"Molybdopterin synthase catalytic subunit MoaE (EC 2.8.1.12)","GO:0030366|molybdopterin synthase activity"
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1270",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1381523.1382299.fwd","PATRIC","CDS",1381523,1382299,777,"+",,"PLF_286_00009550","PGF_00064573",,258,,"Arginine/ornithine ABC transporter, substrate-binding protein AotJ",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1271",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1382352.1382981.rev","PATRIC","CDS",1382352,1382981,630,"-",,"PLF_286_00001601","PGF_01013156",,209,,"YheO-like PAS domain",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1272",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1383067.1384194.rev","PATRIC","CDS",1383067,1384194,1128,"-",,"PLF_286_00008236","PGF_06058845",,375,,"Glycine/D-amino acid oxidases (deaminating)",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1273",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1384224.1385177.rev","PATRIC","CDS",1384224,1385177,954,"-",,"PLF_286_00001600","PGF_02601796",,317,,"Ornithine cyclodeaminase (EC 4.3.1.12)","GO:0008473|ornithine cyclodeaminase activity"
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1274",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1385302.1386780.rev","PATRIC","CDS",1385302,1386780,1479,"-",,"PLF_286_00000557","PGF_02213711",,492,,"ATP-dependent RNA helicase RhlB (EC 3.6.4.13)",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1275",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1386877.1387533.rev","PATRIC","CDS",1386877,1387533,657,"-",,"PLF_286_00006360","PGF_00416573",,218,,"Carboxylesterase PA3859",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1276",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1387673.1388455.fwd","PATRIC","CDS",1387673,1388455,783,"+",,"PLF_286_00009073","PGF_06916656",,260,,"Transcriptional regulator, GntR family",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1277",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1388470.1389741.fwd","PATRIC","CDS",1388470,1389741,1272,"+",,"PLF_286_00052851","PGF_09996723",,423,,"Uncharacterized MFS-type transporter",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1278",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1389840.1390310.fwd","PATRIC","CDS",1389840,1390310,471,"+",,"PLF_286_00006275","PGF_00015872",,156,,"Ketosteroid isomerase-related protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1279",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1390354.1390680.fwd","PATRIC","CDS",1390354,1390680,327,"+",,"PLF_286_00006944","PGF_00424263",,108,,"Endo/excinuclease domain protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1280",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1390768.1391703.fwd","PATRIC","CDS",1390768,1391703,936,"+",,"PLF_286_00001676","PGF_02869965",,311,,"Glutathione S-transferase",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1281",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1391720.1392073.rev","PATRIC","CDS",1391720,1392073,354,"-",,"PLF_286_00007094","PGF_00977814",,117,,"Glutaredoxin NrdH",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1282",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1392073.1393077.rev","PATRIC","CDS",1392073,1393077,1005,"-",,"PLF_286_00087712","PGF_00026349",,334,,"Nucleoid-associated protein NdpA",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.127",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.139324.140190.rev","PATRIC","CDS",139324,140190,867,"-",,"PLF_286_00000800","PGF_09655255",,288,,"Transcriptional regulator, RpiR family",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1283",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1393472.1393753.fwd","PATRIC","CDS",1393472,1393753,282,"+",,"PLF_286_00056433","PGF_00422072",,93,,"DNA-binding protein HU, form N",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1284",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1393848.1394912.rev","PATRIC","CDS",1393848,1394912,1065,"-",,"PLF_286_00088385","PGF_00415130",,354,,"23S rRNA (adenine(1618)-N(6))-methyltransferase (EC 2.1.1.181)","GO:0052907|23S rRNA (adenine(1618)-N(6))-methyltransferase activity"
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1285",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1395028.1397874.rev","PATRIC","CDS",1395028,1397874,2847,"-",,"PLF_286_00000267","PGF_05500127",,948,,"Valyl-tRNA synthetase (EC 6.1.1.9)","GO:0004832|valine-tRNA ligase activity"
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1286",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1398015.1398464.rev","PATRIC","CDS",1398015,1398464,450,"-",,"PLF_286_00006752","PGF_00300440",,149,,"hypothetical protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1287",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1398472.1398900.rev","PATRIC","CDS",1398472,1398900,429,"-",,"PLF_286_00006787","PGF_00645831",,142,,"DNA polymerase III chi subunit (EC 2.7.7.7)","GO:0003887|DNA-directed DNA polymerase activity"
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1288",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1398956.1400446.rev","PATRIC","CDS",1398956,1400446,1491,"-",,"PLF_286_00000245","PGF_07629184",,496,,"Cytosol aminopeptidase PepA (EC 3.4.11.1)",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1289",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1400752.1401870.fwd","PATRIC","CDS",1400752,1401870,1119,"+",,"PLF_286_00000446","PGF_08461341",,372,,"Lipopolysaccharide export system permease protein LptF",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1290",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1401863.1402924.fwd","PATRIC","CDS",1401863,1402924,1062,"+",,"PLF_286_00005798","PGF_00409350",,353,,"Lipopolysaccharide export system permease protein LptG",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1291",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1403090.1404889.fwd","PATRIC","CDS",1403090,1404889,1800,"+",,"PLF_286_00000211","PGF_00060414",,599,,"Translation elongation factor LepA",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.128",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.140358.143222.rev","PATRIC","CDS",140358,143222,2865,"-",,"PLF_286_00007423","PGF_10538082",,954,,"Sensory box/GGDEF family protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1292",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1404895.1405749.fwd","PATRIC","CDS",1404895,1405749,855,"+",,"PLF_286_00000764","PGF_05785543",,284,,"Signal peptidase I (EC 3.4.21.89)",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1293",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1405955.1406644.fwd","PATRIC","CDS",1405955,1406644,690,"+",,"PLF_286_00000497","PGF_03790040",,229,,"Ribonuclease III (EC 3.1.26.3)","GO:0004525|ribonuclease III activity"
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1294",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1406637.1407539.fwd","PATRIC","CDS",1406637,1407539,903,"+",,"PLF_286_00000570","PGF_00007027",,300,,"GTP-binding protein Era",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1295",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1407608.1408297.fwd","PATRIC","CDS",1407608,1408297,690,"+",,"PLF_286_00005881","PGF_06216244",,229,,"DNA recombination and repair protein RecO",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1296",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1408407.1409150.fwd","PATRIC","CDS",1408407,1409150,744,"+",,"PLF_286_00000903","PGF_00045900",,247,,"Pyridoxine 5'-phosphate synthase (EC 2.6.99.2)","GO:0033856|pyridoxine 5'-phosphate synthase activity"
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1297",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1409245.1410693.rev","PATRIC","CDS",1409245,1410693,1449,"-",,"PLF_286_00000418","PGF_00020190",,482,,"Membrane-bound lytic murein transglycosylase F (EC 4.2.2.n1)",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1298",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1410993.1414889.fwd","PATRIC","CDS",1410993,1414889,3897,"+",,"PLF_286_00000122","PGF_00033963",,1298,,"Phosphoribosylformylglycinamidine synthase, synthetase subunit (EC 6.3.5.3) / Phosphoribosylformylglycinamidine synthase, glutamine amidotransferase subunit (EC 6.3.5.3)","GO:0004642|phosphoribosylformylglycinamidine synthase activity"
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1299",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1414894.1415205.fwd","PATRIC","CDS",1414894,1415205,312,"+",,"PLF_286_00001193","PGF_00413338",,103,,"Bsu YqfO NIF3/CutA domain",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1300",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1415281.1416987.rev","PATRIC","CDS",1415281,1416987,1707,"-",,"PLF_286_00009948","PGF_03082910",,568,,"PTS system, N-acetylglucosamine-specific IIC component / PTS system, N-acetylglucosamine-specific IIB component (EC 2.7.1.193) / PTS system, inactive IIB catalytic domain",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1301",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1417006.1419528.rev","PATRIC","CDS",1417006,1419528,2523,"-",,"PLF_286_00014644","PGF_00029715",,840,,"PTS system, N-acetylglucosamine-specific IIA component (EC 2.7.1.193) / Phosphotransferase system, phosphocarrier protein HPr / Phosphoenolpyruvate-protein phosphotransferase of PTS system (EC 2.7.3.9)","GO:0008965|phosphoenolpyruvate-protein phosphotransferase activity"
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1302",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1419557.1420579.rev","PATRIC","CDS",1419557,1420579,1023,"-",,"PLF_286_00001609","PGF_00007925",,340,,"Glucosamine-6-phosphate deaminase [isomerizing], alternative (EC 3.5.99.6)","GO:0004342|glucosamine-6-phosphate deaminase activity"
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1303",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1420560.1421666.rev","PATRIC","CDS",1420560,1421666,1107,"-",,"PLF_286_00001670","PGF_04282519",,368,,"N-acetylglucosamine-6-phosphate deacetylase (EC 3.5.1.25)","GO:0008448|N-acetylglucosamine-6-phosphate deacetylase activity"
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1304",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1421696.1422427.rev","PATRIC","CDS",1421696,1422427,732,"-",,"PLF_286_00001649","PGF_07256906",,243,,"Predicted transcriptional regulator of N-Acetylglucosamine utilization, GntR family",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1305",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1422698.1423201.rev","PATRIC","CDS",1422698,1423201,504,"-",,"PLF_286_00008146","PGF_08123834",,167,,"L,D-transpeptidase",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1306",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1423250.1423801.rev","PATRIC","CDS",1423250,1423801,552,"-",,"PLF_286_00008402","PGF_10402042",,183,,"MutT/Nudix family protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1307",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1423951.1424550.fwd","PATRIC","CDS",1423951,1424550,600,"+",,"PLF_286_00000303","PGF_02489591",,199,,"Uncharacterized Nudix hydrolase NudL",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1308",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1424564.1425130.fwd","PATRIC","CDS",1424564,1425130,567,"+",,"PLF_286_00000926","PGF_00900330",,188,,"Carbonic anhydrase-like protein MJ0304",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1309",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1425127.1425342.fwd","PATRIC","CDS",1425127,1425342,216,"+",,"PLF_286_00002409","PGF_07583114",,71,,"hypothetical protein",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1310",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1425443.1425910.fwd","PATRIC","CDS",1425443,1425910,468,"+",,"PLF_286_00006811","PGF_00043327",,155,,"Putative preQ0 transporter YhhQ",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1311",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1426005.1427186.fwd","PATRIC","CDS",1426005,1427186,1182,"+",,"PLF_286_00001042","PGF_00033971",,393,,"Formate-dependent phosphoribosylglycinamide formyltransferase",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1312",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1427275.1428591.rev","PATRIC","CDS",1427275,1428591,1317,"-",,"PLF_286_00037343","PGF_00474012",,438,,"Uncharacterized MFS-type transporter YhjE",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1313",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1428875.1430104.rev","PATRIC","CDS",1428875,1430104,1230,"-",,"PLF_286_00008608","PGF_02818638",,409,,"Hemolysins and related proteins containing CBS domains",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1314",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1430114.1430926.rev","PATRIC","CDS",1430114,1430926,813,"-",,"PLF_286_00008540","PGF_03198057",,270,,"Inner membrane protein YpjD",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1315",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1431135.1432511.fwd","PATRIC","CDS",1431135,1432511,1377,"+",,"PLF_286_00000393","PGF_00052238",,458,,"Signal recognition particle protein Ffh",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1316",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1432761.1433012.fwd","PATRIC","CDS",1432761,1433012,252,"+",,"PLF_286_00006993","PGF_00178044",,83,,"SSU ribosomal protein S16p",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1317",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1433017.1433553.fwd","PATRIC","CDS",1433017,1433553,537,"+",,"PLF_286_00000814","PGF_06000821",,178,,"16S rRNA processing protein RimM",
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1318",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1433556.1434308.fwd","PATRIC","CDS",1433556,1434308,753,"+",,"PLF_286_00000676","PGF_00413208",,250,,"tRNA (guanine(37)-N(1))-methyltransferase (EC 2.1.1.228)","GO:0052906|tRNA (guanine(37)-N(1))-methyltransferase activity"
"Pseudomonas sp. BIOMIG1BAC Whole Genome","1758730.7","1758730.7.con.0001","fig|1758730.7.peg.1319",,,"PATRIC.1758730.7.1758730.7.con.0001.CDS.1434354.1434704.fwd","PATRIC","CDS",1434354,1434704,351,"+",,"PLF_286_00000575","PGF_04845029",,116,,"LSU ribosomal protein L19p",
